,Energy (MeV),mu/rho (cm2/g),mu_en/rho (cm2/g),Z
4,0.004,133.2,131.1,21
5,0.0044928,96.87,94.9,21
6,0.005,630.5,543.6,21
7,0.006,393.3,347.4,21
8,0.008,182.8,166.1,21
9,0.01,99.52,91.75,21
10,0.015,32.02,29.88,21
11,0.02,14.09,13.11,21
12,0.03,4.409,3.975,21
13,0.04,1.969,1.6769999999999998,21
14,0.05,1.087,0.8552,21
15,0.06,0.6932,0.4944,21
16,0.08,0.3753,0.2132,21
17,0.1,0.2577,0.1167,21
18,0.15,0.1619,0.049980000000000004,21
19,0.2,0.131,0.03586,21
20,0.3,0.1052,0.02997,21
21,0.4,0.09193,0.02887,21
22,0.5,0.08305,0.02837,21
23,0.6,0.07639,0.02795,21
24,0.8,0.06675,0.027030000000000002,21
25,1.0,0.05985,0.02603,21
26,1.25,0.053470000000000004,0.0248,21
27,1.5,0.048780000000000004,0.0237,21
28,2.0,0.04243,0.022019999999999998,21
29,3.0,0.035539999999999995,0.02016,21
30,4.0,0.03202,0.01933,21
31,5.0,0.02999,0.018969999999999997,21
32,6.0,0.02878,0.018869999999999998,21
33,8.0,0.02756,0.019,21
34,10.0,0.02715,0.01929,21
35,15.0,0.02732,0.02,21
36,20.0,0.02804,0.02052,21
0,0.001,5869.0,5860.0,22
1,0.0015,2096.0,2091.0,22
2,0.002,986.0,982.4,22
3,0.003,332.3,329.5,22
4,0.004,151.7,149.4,22
5,0.0049664,83.8,81.88,22
6,0.005,683.8,565.7,22
7,0.006,432.3,369.1,22
8,0.008,202.3,179.3,22
9,0.01,110.7,100.1,22
10,0.015,35.87,33.11,22
11,0.02,15.85,14.65,22
12,0.03,4.9719999999999995,4.488,22
13,0.04,2.214,1.9040000000000001,22
14,0.05,1.213,0.9737,22
15,0.06,0.7661,0.5634,22
16,0.08,0.4052,0.2422,22
17,0.1,0.2721,0.1312,22
18,0.15,0.1649,0.05393,22
19,0.2,0.1314,0.03726,22
20,0.3,0.1043,0.03007,22
21,0.4,0.09081,0.02864,22
22,0.5,0.08191,0.02804,22
23,0.6,0.07529,0.02756,22
24,0.8,0.06572,0.02661,22
25,1.0,0.058910000000000004,0.02561,22
26,1.25,0.052629999999999996,0.024390000000000002,22
27,1.5,0.048010000000000004,0.0233,22
28,2.0,0.0418,0.02166,22
29,3.0,0.03512,0.01989,22
30,4.0,0.03173,0.01913,22
31,5.0,0.02982,0.01884,22
32,6.0,0.02868,0.01879,22
33,8.0,0.027589999999999996,0.01899,22
34,10.0,0.02727,0.01933,22
35,15.0,0.02762,0.020130000000000002,22
36,20.0,0.028439999999999997,0.020669999999999997,22
0,0.001,6495.0,6483.0,23
1,0.0015,2342.0,2336.0,23
2,0.002,1106.0,1102.0,23
3,0.003,374.3,371.3,23
4,0.004,171.2,168.8,23
5,0.005,92.91,90.89,23
6,0.0054651,72.77,70.9,23
7,0.006,468.7,384.1,23
8,0.008,221.7,190.8,23
9,0.01,121.8,107.7,23
10,0.015,39.83,36.27,23
11,0.02,17.68,16.2,23
12,0.03,5.564,5.015,23
13,0.04,2.472,2.14,23
14,0.05,1.347,1.0979999999999999,23
15,0.06,0.8438,0.6364,23
16,0.08,0.4371,0.2731,23
17,0.1,0.2877,0.1469,23
18,0.15,0.1682,0.058210000000000005,23
19,0.2,0.1318,0.03879,23
20,0.3,0.1034,0.030189999999999998,23
21,0.4,0.08965,0.02843,23
22,0.5,0.08073999999999999,0.0277,23
23,0.6,0.07414,0.02717,23
24,0.8,0.06466000000000001,0.026180000000000002,23
25,1.0,0.05794,0.02518,23
26,1.25,0.05175,0.02396,23
27,1.5,0.04722,0.02289,23
28,2.0,0.04115,0.0213,23
29,3.0,0.03466,0.01961,23
30,4.0,0.03141,0.01892,23
31,5.0,0.0296,0.018690000000000002,23
32,6.0,0.02855,0.018690000000000002,23
33,8.0,0.027589999999999996,0.01896,23
34,10.0,0.02738,0.01937,23
35,15.0,0.027860000000000003,0.02022,23
0,0.001,7405.0,7388.0,24
1,0.0015,2694.0,2687.0,24
2,0.002,1277.0,1272.0,24
3,0.003,433.9,430.5,24
4,0.004,198.8,196.1,24
5,0.005,108.0,105.7,24
6,0.0059892,65.74,63.83,24
7,0.006,516.0,402.7,24
8,0.008,251.3,208.7,24
9,0.01,138.6,119.3,24
10,0.015,45.71,40.93,24
11,0.02,20.38,18.46,24
12,0.03,6.434,5.78,24
13,0.04,2.8560000000000003,2.4819999999999998,24
14,0.05,1.55,1.278,24
15,0.06,0.9639,0.742,24
16,0.08,0.4905,0.3182,24
17,0.1,0.3166,0.1701,24
18,0.15,0.1788,0.06536,24
19,0.2,0.1378,0.04211,24
20,0.3,0.1067,0.0316,24
21,0.4,0.09212999999999999,0.02938,24
22,0.5,0.08281000000000001,0.028489999999999998,24
23,0.6,0.07597999999999999,0.027880000000000002,24
24,0.8,0.0662,0.0268,24
25,1.0,0.0593,0.02576,24
26,1.25,0.05295,0.0245,24
27,1.5,0.04832,0.0234,24
28,2.0,0.04213,0.02178,24
29,3.0,0.03559,0.02011,24
30,4.0,0.03235,0.019469999999999998,24
31,5.0,0.03057,0.01929,24
32,6.0,0.029560000000000003,0.01933,24
33,8.0,0.028689999999999997,0.0197,24
34,10.0,0.02855,0.02016,24
35,15.0,0.0292,0.02112,24
36,20.0,0.030260000000000002,0.02174,24
0,0.001,8093.0,8069.0,25
1,0.0015,2984.0,2975.0,25
2,0.002,1421.0,1415.0,25
3,0.003,485.1,481.5,25
4,0.004,222.9,220.1,25
5,0.005,121.2,118.8,25
6,0.006,73.5,71.5,25
7,0.006539,58.03,56.19,25
8,0.008,273.4,217.7,25
9,0.01,151.4,126.2,25
10,0.015,50.27,44.14,25
11,0.02,22.53,20.15,25
12,0.03,7.141,6.382000000000001,25
13,0.04,3.1689999999999996,2.7569999999999997,25
14,0.05,1.714,1.425,25
15,0.06,1.06,0.8294,25
16,0.08,0.5306,0.3558,25
17,0.1,0.3367,0.1894,25
18,0.15,0.1838,0.07085,25
19,0.2,0.1391,0.04421,25
20,0.3,0.1062,0.03196,25
21,0.4,0.09133,0.02932,25
22,0.5,0.08192,0.02827,25
23,0.6,0.07509,0.0276,25
24,0.8,0.06537000000000001,0.02647,25
25,1.0,0.05852,0.02541,25
26,1.25,0.052239999999999995,0.02416,25
27,1.5,0.047689999999999996,0.02307,25
28,2.0,0.04162,0.021490000000000002,25
29,3.0,0.03524,0.01989,25
30,4.0,0.03213,0.01933,25
31,5.0,0.03045,0.0192,25
32,6.0,0.029519999999999998,0.0193,25
33,8.0,0.02875,0.01973,25
34,10.0,0.028710000000000003,0.02025,25
35,15.0,0.02951,0.021269999999999997,25
36,20.0,0.030680000000000002,0.02193,25
0,0.001,9085.0,9052.0,26
1,0.0015,3399.0,3388.0,26
2,0.002,1626.0,1620.0,26
3,0.003,557.6,553.5,26
4,0.004,256.7,253.6,26
5,0.005,139.8,137.2,26
6,0.006,84.84,82.65,26
7,0.007112,53.19,51.33,26
8,0.008,305.6,231.6,26
9,0.01,170.6,136.9,26
10,0.015,57.08,48.96,26
11,0.02,25.68,22.6,26
12,0.03,8.176,7.251,26
13,0.04,3.6289999999999996,3.155,26
14,0.05,1.9580000000000002,1.6380000000000001,26
15,0.06,1.205,0.9555,26
16,0.08,0.5952,0.4104,26
17,0.1,0.3717,0.2177,26
18,0.15,0.1964,0.07961,26
19,0.2,0.146,0.04825,26
20,0.3,0.1099,0.03361,26
21,0.4,0.094,0.030389999999999997,26
22,0.5,0.08413999999999999,0.02914,26
23,0.6,0.07704,0.028360000000000003,26
24,0.8,0.06699,0.027139999999999997,26
25,1.0,0.05995,0.02603,26
26,1.25,0.0535,0.02472,26
27,1.5,0.04883,0.0236,26
28,2.0,0.04265,0.02199,26
29,3.0,0.03621,0.020419999999999997,26
30,4.0,0.03312,0.0199,26
31,5.0,0.03146,0.01983,26
32,6.0,0.03057,0.019969999999999998,26
33,8.0,0.029910000000000003,0.0205,26
34,10.0,0.029939999999999998,0.02108,26
35,15.0,0.03092,0.02221,26
36,20.0,0.03224,0.02292,26
0,0.001,9796.0,9750.0,27
1,0.0015,3697.0,3682.0,27
2,0.002,1779.0,1771.0,27
3,0.003,612.9,608.4,27
4,0.004,283.0,279.6,27
5,0.005,154.3,151.5,27
6,0.006,93.7,91.38,27
7,0.0077089,47.1,45.3,27
8,0.008,324.8,232.2,27
9,0.01,184.1,141.3,27
10,0.015,62.01,51.78,27
11,0.02,28.03,24.21,27
12,0.03,8.962,7.872999999999999,27
13,0.04,3.9810000000000003,3.45,27
14,0.05,2.144,1.7990000000000002,27
15,0.06,1.314,1.052,27
16,0.08,0.6414,0.4528,27
17,0.1,0.3949,0.2397,27
18,0.15,0.2023,0.08597,27
19,0.2,0.1476,0.050710000000000005,27
20,0.3,0.1094,0.03406,27
21,0.4,0.09311,0.03034,27
22,0.5,0.08315,0.0289,27
23,0.6,0.07604,0.02805,27
24,0.8,0.06604,0.02677,27
25,1.0,0.05906,0.025639999999999996,27
26,1.25,0.0527,0.02434,27
27,1.5,0.0481,0.02323,27
28,2.0,0.04204,0.02165,27
29,3.0,0.0358,0.02016,27
30,4.0,0.03283,0.01971,27
31,5.0,0.03127,0.01969,27
32,6.0,0.03045,0.019880000000000002,27
33,8.0,0.029910000000000003,0.02048,27
34,10.0,0.030019999999999998,0.0211,27
35,15.0,0.03115,0.0223,27
36,20.0,0.032560000000000006,0.023030000000000002,27
0,0.001,9855.0,9797.0,28
1,0.00100404,9753.0,9697.0,28
2,0.0010081,9654.0,9598.0,28
3,0.0015,4234.0,4214.0,28
4,0.002,2049.0,2039.0,28
5,0.003,709.4,704.2,28
6,0.004,328.2,324.4,28
7,0.005,179.3,176.1,28
8,0.006,109.0,106.4,28
9,0.008,49.52,47.58,28
10,0.0083328,44.28,42.42,28
11,0.01,209.0,152.4,28
12,0.015,70.81,57.34,28
13,0.02,32.2,27.22,28
14,0.03,10.34,8.982000000000001,28
15,0.04,4.6,3.967,28
16,0.05,2.474,2.0780000000000003,28
17,0.06,1.5119999999999998,1.219,28
18,0.08,0.7306,0.5259,28
19,0.1,0.444,0.2781,28
20,0.15,0.2208,0.09812,28
21,0.2,0.1582,0.05649,28
22,0.3,0.1154,0.03659,28
23,0.4,0.09765,0.03209,28
24,0.5,0.08698,0.03036,28
25,0.6,0.07944,0.02937,28
26,0.8,0.06891,0.02795,28
27,1.0,0.0616,0.026739999999999996,28
28,1.25,0.054939999999999996,0.02536,28
29,1.5,0.05015,0.0242,28
30,2.0,0.04387,0.02257,28
31,3.0,0.03745,0.02107,28
32,4.0,0.03444,0.020659999999999998,28
33,5.0,0.032889999999999996,0.0207,28
34,6.0,0.0321,0.02094,28
35,8.0,0.031639999999999995,0.02163,28
36,10.0,0.03185,0.022340000000000002,28
37,15.0,0.0332,0.02368,28
38,20.0,0.03476,0.02446,28
0,0.001,10570.0,10490.0,29
1,0.00104695,9307.0,9241.0,29
2,0.0010961,8242.0,8186.0,29
3,0.0015,4418.0,4393.0,29
4,0.002,2154.0,2142.0,29
5,0.003,748.8,743.0,29
6,0.004,347.3,343.2,29
7,0.005,189.9,186.6,29
8,0.006,115.6,112.8,29
9,0.008,52.55,50.54,29
10,0.0089789,38.29,36.52,29
11,0.01,215.9,148.4,29
12,0.015,74.05,57.88,29
13,0.02,33.79,27.88,29
14,0.03,10.92,9.349,29
15,0.04,4.862,4.163,29
16,0.05,2.613,2.1919999999999997,29
17,0.06,1.5930000000000002,1.29,29
18,0.08,0.763,0.5581,29
19,0.1,0.4584,0.2949,29
20,0.15,0.2217,0.1027,29
21,0.2,0.1559,0.05781,29
22,0.3,0.1119,0.03617,29
23,0.4,0.09412999999999999,0.03121,29
24,0.5,0.08362,0.029330000000000002,29
25,0.6,0.07625,0.028260000000000004,29
26,0.8,0.06605,0.026810000000000004,29
